"gfw_net_flux_co2e__Mg","gfw_gross_cumulative_aboveground_belowground_co2_removals__Mg","gfw_gross_emissions_co2e_all_gases__Mg","includes_gain_pixels"
-126147912994.664402819862989630,333360238049.02106728242293628,207212325111.82089438802872138,True
